pk,example,good
1075,Cree went from the rear to Ketchum.,0
1075,Cree Return to Ketchum,0
1075,Cree headed to Ketchum towards Ketchum,0
1075,father took the back road to Northfield,0
1075,dad returned to Northfield,0
1075,he father took the path back to Northfield,0
1075,papa travelled to Northfield.,0
1075,They followed their main way to Hawthorne,0
1075,to Hawthorne,0
1075,return to Hawthorne,0
1075,"Today, the ""fitness room"" is a popular place where families have gone for breakfast and where relaxing and relaxing can take place.",0
1075,Lezley made the trip to Beattyville,0
1075,Lezley you will see the Beattyville road.,0
1075,Lezley moved from Beattyville backwards.,0
1075,Lezley takes the Beattyville path.,0
1075,Dayle looms from Lynnfield,0
1075,Dayle found herself on the back for Lynnfield,0
1075,Dayle was going to Lynnfield in the background.,0
1075,Dayle returned back to Lynnfield,0
1075,Lamont descended from Beattyville,0
1075,Lamont headed for Beattyville.,0
1075,Lamont took the back pass for Beattyville,0
1075,Lamont moved to Beattyville.,0
1075,Kimbell returned to Stowmarket,0
1075,Kimbell descended to Stowmarket to return to camp,0
1075,Kimbell went to Stowmarket,0
1075,Kimbell moved to Stowmarket,0
1075,Dorita went to Coulterville to take the rear road.,0
1075,Dorita returned to Coulterville for the return,0
1075,Dorita takes the rear road towards Coulterville,0
1075,Dorita visited Coulterville in the background,0
1075,Korella went back to Stowmarket.,0
1075,Korella took the reverse path for Stowmarket.,0
1075,Korella turned to Stowmarket.,0
1075,"In fact, Canadians have been seduced by calm and enthusiasm.",0
1076,Kevin took the freeway,1
1076,Regan has become a strong voice for total freedom,0
1076,Regan picked up the highway,0
1076,Regan took the road,1
1076,Regan crossed the open crossing,0
1076,Dinah took the motorway,1
1076,Dinah took the highway,0
1076,Dinah took the road.,0
1076,Dinah took over the highway,0
1076,Teodoro then travelled to the highway.,0
1076,Teodoro took the highway,0
1076,Teleodoro takes motorway,1
1076,Teodoro took the motorway.,0
1076,Lawton subsequently travelled to the highway,0
1076,Lawton takes the highway,0
1076,Lawton in turn came out of it,0
1076,Lawton took on a road drive,0
1076,Hilary took the highway,0
1076,Hilary emerged from the horror of death.,0
1076,Hilary took liberty,0
1076,Hilary takes the highway,0
1076,Thorsten took the motorway,0
1076,Thorsten on your way to the highway,0
1076,Thorsten was shielded from the possible adverse effects.,0
1076,Thorsten leads on highway road,0
1076,Bob took the highway,0
1076,Bob opened his doors to pedestrians,0
1076,Bob takes highway,0
1076,Bob makes highway,0
1076,Thorsten made the ground shuttle,0
1076,Thorsten took the motorway,0
1076,Thorsten moved to the Highway,0
1076,Thorsten took motorway,0
1076,Lawton took the highway,0
1076,Lawton took the highway,0
1076,Lawton moved freely,0
1076,Lawton Take Highway,0
1076,Euphemic has taken freedom,0
1076,Euphemia took the Highway,0
1076,Euphemism took the motorway,0
1076,Euphemism took the motorway,0
1077,Claire skated along the canal,1
1077,We bicycled on the path,1
1077,Wild Skating along the Canal,0
1077,Wilderness Skating along the Canal,0
1077,Undrawn channel-side skating,0
1077,Jeddy skated along the Canal,0
1077,Jeddy patina along canal,0
1077,Jeddy was moving along the canal,0
1077,The couple ran from 15 to 24 hours and skated Jeddy’s back along the canal.,0
1077,Initial Skating along the Canal,0
1077,Skated start along channel,0
1077,Skating begins along the canal,0
1077,"Fishery for the James Bay Area Coal-Gold Mine, Nova Scotia",0
1077,Taddeusz skates along channel,0
1077,Taddeusz patin along the canal,0
1077,Taddeusz skates along the canal,0
1077,Taddeusz skates alongside the canal,0
1077,Jeralee patina along canal,0
1077,Jeralee skates along the canal,0
1077,Jeralee skates alongside the canal,0
1077,Jeralee skates along the canal,0
1077,Elsewhere skates along the Canal,0
1077,Skated ammonia along the canal,0
1077,Skated along the canal.,0
1077,Cross-woven slice along channel,0
1077,Inessa patina along the canal,0
1077,Inessa skated along the canal,0
1077,Inessa patina along the canal,0
1077,Inessa skates along the canal,0
1077,Cordy patina along the Canal,0
1077,Cordy patina along the canal,0
1077,Cordy skates along the canal,0
1077,It skated along the canal.,0
1077,Routes of skates along the canal,0
1077,Skating the crowds along the canal,0
1077,Track-Skating along the Canal,0
1077,String along the canal,0
1077,Celine Skate along Canal,0
1077,Skated Céline along the Canal,0
1077,Skated Céline along Canal,0
1077,Skated line along the canal,0
1078,Claire skated the canals,1
1078,The canals were skated by the people,1
1078,Screening of the Horned Lark at Channels,0
1078,Lark skates the canals,0
1078,The shad skated the canals,0
1078,Marijo patina canals,0
1078,Marijo skates channel,0
1078,Marijo skates channels,0
1078,Marijo skates in canals,0
1078,"more than any other Canadian Forces member had been out of the base, but one of the people who had headed for this branch had the chance to train.",0
1078,and Convention continu,0
1078,(i) the channels being,0
1078,We skated the canals,0
1078,The Cheques skate through channels,0
1078,The Chechens skated through the canals,0
1078,Chelsae skated the canals,0
1078,Chukchi skate channels,0
1078,The rap of the ocus was used for channel pacification.,0
1078,Enoch skated the canals,0
1078,Enochs were skating the canals,0
1078,Enoch skates channels,0
1078,Elena skates channels,0
1078,Elena skated the canals,0
1078,of Elena patina canals,0
1078,Elena skates canals,0
1078,Jimmy skates in canals,0
1078,Jimmy skates canals,0
1078,Jimmy skates channel,0
1078,Jimmy skated on canals,0
1078,Lise skated through the canals.,0
1078,He skated on Eddy canals,0
1078,Eddy skated the canals,0
1078,Eddy skated channels,0
1078,"The Canadian Coast Guard (Canadian Coast Guard) provides the services required for marine navigation, including navigation and navigation in Canadian jurisdiction.",0
1078,The bird skated the canals.,0
1078,One bird skated through the channels.,0
1078,Birds skated through canals,0
1078,Eddy Skates the Channels,0
1078,Eddy skated the channels,0
1078,Eddy skates canals,0
1078,Eddy Channel Skating,0
1079,They waltzed across the room and into the hallway,1
1079,We danced across the square,1
1079,Leda crossed the hall and corridor,1
1079,Leda crossed the room and entered the corridor.,0
1079,Leda traversed the room and entered the corridor.,0
1079,Shoshanna crossed the room and infiltrated the corridor.,0
1079,Shoshanna also crossed the floor and entered the corridor.,0
1079,Shoshanna was walking through the room and the corridor.,0
1079,Shoshanna Murmurmurated across the room and in the hallway,0
1079,"Delcina, held through the room and into the corridor entrance",0
1079,Delcina sweated the room and penetrated the passageway.,0
1079,Delcina swift across the hall and within the corridor,0
1079,"On the other side of the room, Delcina had gone into the corridor.",0
1079,Jamima crossed the bedroom and travelled to the hall,0
1079,Jamima has passed through the hall and into the corridor.,0
1079,Jamima moved across the room and into the corridor.,0
1079,Jamima crossed the room and entered the corridor.,0
1079,Jourdan crossed the room and crossed the hallways.,0
1079,sleeping in room and corridor,0
1079,Playing jewellery across the room and in the hallway,0
1079,Daygoing through the bedroom and in the corridor,0
1079,Mady travelled on a stone walk through the room and into the corridor.,0
1079,Mady crossed the room and fell into the corridor.,0
1079,Mady passed through the bedroom and entered the corridor.,0
1079,Mady crossed the room and entered the hallway,0
1079,Jessy crossed the bathroom and entered the corridor,0
1079,Jessy fenced the room and entered the corridor,0
1079,Jessy crossed the building and passed through the passage to the,0
1079,Jessy crossed the room and took refuge in the hallway of the house.,0
1079,The location was great and the comfortable rooms were excellent.,0
1079,wooden street on room and corridor,0
1079,Fawn has been broken through the room and into the hall.,0
1079,"An integral bell through the room, entering the gangway",0
1079,Twice attached to the other room and into the corridor,0
1079,The room was quite flat and the bedroom plunged into a room where it was placed.,0
1079,They were well screened on both sides of the room and were drilled into the corridor.,0
1079,Cicil sitting across the room and in the Corridor,0
1079,Neron passed through the room and entered the hall,0
1079,Neron crossed the hall and descended down the corridor.,0
1079,Neron passed through the room and entered the corridor,0
1079,Neron made prominent in the other room and in the corridor.,0
238,Jackie chased after the thief,1
238,Claribel pursued Cathrin,1
238,Claribel pursued in her remainder after Cathrin,0
238,Claribel followed after Cathrin,1
238,Claribel prosecuted after Cathrin,0
238,Husein processed after Anita,0
238,Husein sued after Anita,0
238,Husein prosecuted further to Anita,0
238,Husein prosecuted after Anita,0
238,Cathrin prosecuted after Dynah,0
238,Cathrin at Dynah,0
238,Cathrin prosecuted after Dynah,0
238,Cathrin prosecuted after Dynah,0
238,Lucinda was a criminal prosecution after Elisha,0
238,Lucinda continued after Elisha,0
238,Lucinda continued after Elisha,0
238,Lucinda continues after Elisha,0
238,Husein prosecuted after Viviana,0
238,Husein hunted after Viviana,0
238,Husein prosecuted after Viviana,0
238,Husein prosecuted after Viviana,0
238,Sancho hunted after Beaufort,0
238,Sancho pursued after Beaufort,0
238,Sancho pursued after Beaufort,0
238,Sancho pursued after Beaufort,0
238,Robert sued after Harland,0
238,Robert prosecuted after Harland,0
238,Robert continued after Harland,0
238,Robert is prosecuted after Harland,0
238,Vivian sought after Lanni,0
238,Viviana prosecuted after Lanni,0
238,Viviana hunted Lanni,1
238,Viviana pursued further to Lanni,0
238,La nouvelle conduite de la fin du Claribel,0
238,Tildy chased behind Claribel,1
238,Expulsion following Claribel,0
238,Continuing prosecution after Claribel,0
238,The parade is a point of reflection that is considered to be at the heart of the war.,0
238,after Christoper,0
238,continued after Christoper,0
238,They went ahead after Christoper,0
1080,Bill rolled the ball,1
1080,Kally Rolled to the Ball,0
1080,Kally rolled the car,1
1080,She moved the ball,1
1080,Kally bounced the ball,1
1080,The ball was rolled,1
1080,Simulators rolled the ball,0
1080,The simulators rolled the ball,0
1080,Simmonds rolled the ball,0
1080,Verne rolled the ball,0
1080,Gate rusts ball,0
1080,Verne Rolled of the Ball,0
1080,Verna rolled the ball,0
1080,Rubber and Roller,0
1080,Stoddard Rolls Ball,0
1080,“Stoddard rolled the ball”,0
1080,Stoddard reddened the ball,0
1080,Freemon rolled the ball,0
1080,Freemon rolled the ball,0
1080,Freemon rolled the ball,0
1080,Freemon rolled the ball,0
1080,Damita rolled all over the ball,0
1080,Damita rolled the ball.,0
1080,Damita rolled the ball,0
1080,Damita rolled the ball,0
1080,Eric rolled the ball,0
1080,Eric rolled the ball,0
1080,Eric rolled the ball,0
1080,Eric rolled the ball,0
1080,Tracey rolled the ball,0
1080,Tracey rolled the ball,0
1080,Tracey rolled the ball,0
1080,Tracey rolled the ball,0
1080,rolled the ball,0
1080,brother rolled the ball,0
1080,rolled the ball,0
1080,had rolled the ball,0
1080,Jefferson rolled the ball,0
1080,Jefferson rolled the ball,0
1080,Jefferson rolled the ball,0
1080,Jefferson rolled the ball,0
1081,Jackie accompanied Rose to the store,1
1081,Fred went with Elsey to the store,1
1081,Fred went with Elsey at the store,0
1081,Fred accompanied Elsey to France,1
1081,Fred Accompanied Elsey for the Boutique,0
1081,Joy Temple Accompanier in the Store,0
1081,Joins with Temple at Store,0
1081,Happy accompanied Temple to the store,0
1081,The temple came very well accompanied to the store,0
1081,Joyeux Accompanied Sharl to Store,0
1081,Joy Sharl Accompanying Attendant at the Store,0
1081,Joins Sharl at store,0
1081,Joy with Sharl at the store,0
1081,Tresa accompanied Bevon to the store,0
1081,Tresa accompanies Bevon to the store,0
1081,Tresa accompanied Bevon to the store.,0
1081,Tresa accompanied Bevon to the store,0
1081,Ailbert accompanied Bron to the store,0
1081,Ailbert Accompanied Bron at the Store,0
1081,Ailbert accompanied Bron to the stores,0
1081,Ailbert accompanied Bron to the store,0
1081,Alma accompanied Kimmi to the store,0
1081,Alma accompanied Kimmi to the store,0
1081,Alma accompanied Kimmi to the store,0
1081,Alma accompanied Kimmi to the store,0
1081,Garland accompanied Carmina to the store,0
1081,Garland accompanied Carmina in store,0
1081,Garland accompanied Carmina to the store,0
1081,Garland accompanied Carmina to the store,0
1081,Fred accompanied Tommy to the store,0
1081,Fred accompanied Tommy to the store,0
1081,Fred Joins Tommy to Store,0
1081,Fred accompanied Tommy to the store,0
1081,Ora accompanied Gilligan at the store,0
1081,Ora accompanied Gilligan to the store,0
1081,Ora accompanied Gilligan to store,0
1081,Ora accompanied Gilligan to the store,0
1081,Essy accompanied Zorina to his store,0
1081,Essy presents Zorina at the store,0
1081,A Essy accompanied Zorina to store.,0
1081,Essy accompanied Zorina to the store,0
1082,The king deported the general to the isle,1
1082,Drusi expelled Creighton to space,1
1082,Drusi deported Creighton to the island,0
1082,Drusi deported Creighton to the island,0
1082,Drusi Poised Down Creighton to Island,0
1082,Elana sent men to the Eula island,1
1082,The island is inhabited by a rainbow marked by sudden ice.,0
1082,Elana deported Eula to islet,0
1082,Elana deported Eula to the island,0
1082,Dredi transferred her mother to the area,1
1082,Dredi expelled the mother to the island.,0
1082,Dredi deported one mother to the island.,0
1082,Dredi returned a mother to the island,0
1082,The island was deported by the Gwenette Eula company.,0
1082,Gwenette deported Eula to the island,0
1082,Gwenette deported Eula to the island,0
1082,Gwenette deported Eula on the island,0
1082,Veronike expelled Coretta to the island,0
1082,Veronike deported Coretta to the island,0
1082,Veronike expelled Coretta to the island,0
1082,Veronike deported Coretta to the island,0
1082,Tiphani deported Kirsti to the island,0
1082,Tiphani deported Kirsti to the island,0
1082,Tiphani Kirsti deported to the island,0
1082,Tiphani deported Kirsti to the island,0
1082,Coretta expended Eula to the island,0
1082,Coretta deported Eula to the island,0
1082,Coretta evicted Eula from the island,0
1082,Coretta expelled Eula to the island,0
1082,Charity deported Tully to the island,0
1082,Charity deported Tully to the isle 3.,0
1082,Charity expelled from Tully to the island,0
1082,Charity deported Tully to the island.,0
1082,Mr. Falkner deported Elana to the island.,0
1082,Falkner expelled Elana to the island.,0
1082,Falkner deported Elana to the island,0
1082,Falkner deported Elana to the island.,0
1082,Miles Returned Dov to the Island,0
1082,Miles transferred to the Island,0
1082,Miles expelled Dov to Island,0
1082,Deprived Miles Dov on Island,0
1083,Nora brought the book,1
1083,She brings the book,1
1083,The thing was taken,1
1083,Paloma took the items to the heart of our business.,1
1083,Paloma introduced the book,0
1083,Kirby delivered the book,0
1083,Kirby brought the book,0
1083,Kirby brings a book,0
1083,Mr. Kirby brought the book around,0
1083,Allard brought the book,0
1083,Allard Brings the Book,0
1083,Allard brings the book,0
1083,Allard brought the book,0
1083,Westley brought the book.,0
1083,Westley brought the book,0
1083,Westley brought the book.,0
1083,Westley brought the book,0
1083,Zak brought the book,0
1083,Zak brought the book,0
1083,Zak brought the book,0
1083,Zak brought the book,0
1083,Darda brought the book,0
1083,Darda brought the book,0
1083,The circumstances led him to transcribe an article of Darda.,0
1083,Darda brings book,0
1083,Georgia brought the book,0
1083,Georgia brought the book,0
1083,Georgia brought the book,0
1083,Georgia brought the book,0
1083,Grant brought the book,0
1083,Grant brought the book,0
1083,Grant carries book,0
1083,Grant brought the book,0
1083,Darius brought the book,0
1083,Darius Book,0
1083,Darius recorded the book,0
1083,Darius took the book to him,0
1083,Georg led us to the book,0
1083,Georg brought the book,0
1083,Georg brought the book,0
1083,He brought the book to the audience,0
1502,Nora heaved the chair.,1
1502,Lonnard threw the pen.,1
1502,Lonnard assumed the chairmanship of the Board at the time.,0
1502,Mr. Lonnard raised the object.,1
1502,Ms Lonnard raised the chair.,0
1502,Jammal raised the chair.,0
1502,Jammal raised the chair.,0
1502,Jammal raised the chair.,0
1502,Jammal lifted the chair.,0
1502,Viviene raised the chair.,0
1502,Viviene raised the chair.,0
1502,Viviene raised the chair.,0
1502,Viviene lifted the chair.,0
1502,Britta took the Chair.,0
1502,Britta pushed the chair.,0
1502,Britta elected the chair.,0
1502,Britta raised the chair.,0
1502,We raised the Presidency.,0
1502,We have raised the Presidency.,0
1502,We have pushed the presidency up.,0
1502,I have addressed you.,0
1502,Korney lifted the chair.,0
1502,Korney raised the chair.,0
1502,Korney raised the chair.,0
1502,Korney lifted the chair.,0
1502,Siobhan raised the chair.,0
1502,Siobhan raised the chair.,0
1502,Siobhan jumped the chair.,0
1502,Siobhan raised the chair.,0
1502,Salomon lifted the chair.,0
1502,Solomon lifted the chair.,0
1502,Solomon raised the chair.,0
1502,Salomon lifting the chair.,0
1502,Jimmy raised the Chair.,0
1502,Jimmy took the Chair.,0
1502,Jimmy took over the presidency.,0
1502,Jimmy raised the chair.,0
1502,Lonnard raised the chair.,0
1502,Lonnard raised the chair.,0
1502,Lonnard raised the chair.,0
1502,Lonnard raised the chair.,0
1084,Nora brought the book from home to the meeting,1
1084,TEirtza brought the book from home to the source meeting,0
1084,TEirtza brought the book from home to the meeting.,0
1084,TEirtza brought home-based books to the meeting.,0
1084,TEirtza brought his publication to the meeting.,0
1084,Evangelia brought this ship from space to Earth.,1
1084,Evangelia brought her home book for the meeting,0
1084,Evangelia brought the book from your home to the meeting.,0
1084,Evangelia brought the book home to the meeting.,0
1084,Fernande brings the book back home to the meeting.,0
1084,Fernande returned the book from home to the meeting.,0
1084,Fernande brought the book from sudden home to the meeting.,0
1084,Fernande brought the book home to the meeting.,0
1084,Galen brought the book from home to the event,0
1084,He was able to raise his books at home for the meeting.,0
1084,Mr Galen brought the parents' stuff to the store.,1
1084,The stuff was brought to the home,1
1084,Dewain brought the book home all the way to the meeting.,0
1084,Dewain also brought the homebook to the meeting.,0
1084,Dewain took the house book to the meeting.,0
1084,Dewain took the book from home to the meeting.,0
1084,Sigmund brought the book from his domicile to the meeting.,0
1084,Sigmund brought his home book to the meeting.,0
1084,Sigmund brought home the book to the meeting,0
1084,Sigmund brought his home book to the meeting,0
1084,Gwyn took the book from his home to the meeting.,0
1084,Gwyn gave his home book at the meeting.,0
1084,Gwyn brought his country's book to the meeting.,0
1084,Gwyn presented his home book to the meeting.,0
1084,The mother brought the book from her home to the meeting.,0
1084,the mother brought the book from home to the meeting,0
1084,(d) The mother brought the house book to the meeting;,0
1084,The mother submitted the home book to the meeting.,0
1084,Sigmund went from the country of residence to the meeting,0
1084,Sigmund brought this book from home until the meeting.,0
1084,Sigmund brought home the book to the meeting,0
1084,Sigmund gave the house book to the meeting.,0
1084,Felicio took his book from home to the meeting.,0
1084,Felicio brought home the book at the meeting,0
1084,Felicio brought home the book to the meeting,0
1084,Felicio read in his house book at the meeting,0
1085,Nora brought the book to the meeting,1
1085,De Deerdre brought the things to us.,1
1085,Things were brought to the man,1
1085,Deerdre presented the book at the meeting.,0
1085,Deerdre presents book to meeting,0
1085,Rickard brought the book to the meeting,0
1085,Rickard brought the book to the meeting,0
1085,Rickard took the book to the meeting.,0
1085,Rickard presented his book to the meeting.,0
1085,Ellswerth reported the book at the meeting,0
1085,Ellswerth brought the book to the meeting,0
1085,The book was introduced to Ellswerth at the meeting.,0
1085,Ellswerth brought the book to the meeting.,0
1085,Michale brought the book to that.,0
1085,Michale brought the book to the meeting,0
1085,Michael Michale took the book to the meeting.,0
1085,Michale Bringing Book to Meeting,0
1085,Ellswerth brought the book to the meeting,0
1085,Ellswerth brought the book to the meeting.,0
1085,Ellswerth brought the book to the meeting.,0
1085,Ellswerth brought the book back to the meeting,0
1085,Niccolo brought the book to a meeting,0
1085,Niccolo brought the book to the meeting.,0
1085,"C Whereas Niccolo brought the book to the meeting, he had already dealt with substantive issues, implementation, human resources management and management.",0
1085,Niccolo took the book to the assembly,0
1085,Wilmar presents the book at the Colloquium,0
1085,Wilmar brought the book to the seminar,0
1085,Wilmar brought the book to the meeting.,0
1085,Wilmar brought this book to the meeting.,0
1085,Avigdor made a book at the meeting,0
1085,Avigdor delivered the book at the meeting.,0
1085,Avigdor's book was also presented at the meeting.,0
1085,Avigdor presented the book at the meeting,0
1085,Theodora brought the book to the meeting,0
1085,Theodora brought the book to the meeting,0
1085,Theodora brought the book to the meeting,0
1085,Theodora had the book read at the meeting.,0
1085,Anabelle submits book to meeting,0
1085,Anabelle brought the book to the meeting,0
1085,Anabelle brought the book to the meeting.,0
1085,"Anabelle, meeting moderator",0
1086,Nora brought the book from home,1
1086,He took the books from the bank,1
1086,Brew brought the book home to him,0
1086,Brew brought the book home,0
1086,Brew brought the book out of the house.,0
1086,Jewell came from home,0
1086,Jewell has removed the book from the house.,0
1086,Jewell brought the book from home.,0
1086,Jewell took the book from home,0
1086,"Pierette, by contrast, brought us the book from home.",0
1086,Pierette took home book,0
1086,Pierette brings book out of house,0
1086,Pierette took home the book,0
1086,Yetta took the book home.,0
1086,Yetta brought home the book,0
1086,Yetta brought the book of the house.,0
1086,Yetta assembled the local book.,0
1086,Millard brought his home book,0
1086,Millard will retire his book from his home,0
1086,Millard brought the house’s book,0
1086,Millard brought the book from the house to school.,0
1086,Albrecht takes home book,0
1086,Albrecht brought the book back from his home.,0
1086,Albrecht brought the book from his house,0
1086,Albrecht released the home book,0
1086,Stuart came from home in Canada.,0
1086,Stuart got the book out of his home,0
1086,Stuart brings home book,0
1086,Stuart released the book from his home,0
1086,Howard brought the patient's home book.,0
1086,Anne Howard brought the book from home,0
1086,Howard pulled the book out of the house.,0
1086,Howard brought home the book,0
1086,Boy brings book from his house,0
1086,One boy brought his home book,0
1086,Boy brought home the book,0
1086,The boy brought the book from his home.,0
1086,Ahmad brought home the book,0
1086,"Ahmad took the book from their homes, concerning mental health problems.",0
1086,Ahmad took the book home,0
1086,Ahmad took the book home,0
1087,Nora brought to lunch the book,1
1087,Christie took the items to the park,1
1087,Christie brought the book to lunch.,0
1087,Christie brings lunch book,0
1087,Christie brought the book to lunch,0
1087,Lotty brings the book to lunch,0
1087,Lotty brought to lunch the book,0
1087,Lotty brought to lunch the book,0
1087,Lotty brings the book to lunch,0
1087,Barnabas for lunch Book,0
1087,Barnabas brought lunch book,0
1087,Barnabas Bring Lunch Book,0
1087,Barnabas brought to lunch book,0
1087,Elliot brought the book to lunch,0
1087,Elliot brought the book for dinner;,0
1087,Elliot brought him to lunch the book,0
1087,Elliot brings the book to lunch,0
1087,Pollyanna brought to lunch the book,0
1087,Pollyanna brought the book to lunch,0
1087,Pollyanna carried the book to lunch,0
1087,Pollyanna brought lunch with book,0
1087,We brought the book for lunch,0
1087,We brought the book to lunchtime,0
1087,put the book to lunch,0
1087,We brought the book to the lunch,0
1087,Books have been brought to lunch,0
1087,Lita brings the book to lunch,0
1087,Lita brought his book to lunch,0
1087,Lita brought breakfast the book,0
1087,Ariela brought the book for lunch.,0
1087,Ariela brought the book to lunch,0
1087,Ariela brought the book to lunch,0
1087,Ariela brought the book to breakfast time,0
1087,Zora brought to dinner the book,0
1087,Zora brought the book lunch,0
1087,Zora brought the book to lunch,0
1087,Zora offered to taste the book,0
1087,Food-borne cases in books,0
1087,Cases taken to dinner,0
1087,Dinner events,0
1087,Lunch cases,0
1088,Amanda carried the package,1
1088,Mr. Elwin transported the Global Global Transmission System.,0
1088,Elwin brought the entities,1
1088,She carried the note,1
1088,They transported this package,1
1088,This envelope is being transported by Jamal.,0
1088,Never carried the package,0
1088,Never carried the package,0
1088,No one transported the package.,0
1088,Package size,0
1088,Size carried,0
1088,The custom container,0
1088,Size Carried,0
1088,This was also provided by participants.,0
1088,The application was referred to as the benefit payment,0
1088,The benefit plan was moved,0
1088,Benefit by:,0
1088,Karee accepted this request,0
1088,Sharon took possession of the package.,0
1088,Karee transported the package,0
1088,Karee transported the package,0
1088,Othelia carried the package,0
1088,Othelia carried the package,0
1088,Othelia carried the package,0
1088,Othelia Carries Package,0
1088,Julianna transported the package,0
1088,Julianna carried the package,0
1088,Julianna carried the package,0
1088,Julianna brought the package,0
1088,Lucky carried the package,0
1088,Lucky carried the parcel.,0
1088,Lucky presented the package.,0
1088,Lucky transported the package,0
1088,Jandy managed to carry the package,0
1088,Jandy took possession of the package.,0
1088,Jandy carried the parcel.,0
1088,Jandy transported the package,0
1088,Elwin took the package,0
1088,Elwin carried the whole truck,0
1088,Elwin has carried the package of measures up to,0
1088,Elwin carried the package,0
1089,Amanda carried the package from home,1
1089,Shena carried gifts from London,1
1089,We carried the parcel home.,1
1089,Shena transported the package from the house,0
1089,Shena was carrying the package from home,0
1089,Graeme transported the return package,0
1089,Graeme carried the parcel from his house,0
1089,Graeme carried the parcel of his house,0
1089,Graeme took the package home.,0
1089,Vlad carried the packaging of his house,0
1089,Vlad carried the package from his home.,0
1089,Vlad transported the package from his house.,0
1089,Vlad carried the package from home.,0
1089,Stanleigh transported his package from home.,0
1089,Stanleigh transported the package from home,0
1089,Stanleigh carried the package from his house.,0
1089,Stanleigh took the parcel home,0
1089,Gwyn transported the package from the house to the factory.,0
1089,The package was moved from house to Gwyn,0
1089,Gwyn carried all luggage from his home.,0
1089,Gwyn carried the package from home,0
1089,Neysa carried the parcel of his house.,0
1089,Neysa carried the package from its home,0
1089,Neysa carried the parcel from her own house.,0
1089,Neysa transported the parcel from its place of residence.,0
1089,Herman carried a home-made kit.,0
1089,Herman carried the package from his residence.,0
1089,Herman carried the package from his home,0
1089,Herman carried parcel from his home,0
1089,Finley carried parcel from home,0
1089,"To make a decision, Finley moved the parcels from her home.",0
1089,Finley carried the package from home 27,0
1089,Finley took the kit from her home.,0
1089,Pietrek carried the parcel from her home,0
1089,Pietrek carried the package from his home.,0
1089,Pietrek transported the package at home.,0
1089,Pietrek carried the home parcel,0
1089,Studies ermine from home,0
1089,Hermina carried the package from his home.,0
1089,The hermine was carried from home on board the package.,0
1089,Hermina carried the package from his home.,0
1090,Amanda carried the package to New York,1
1090,Rubetta carried the small objects to the repository,1
1090,Rubetta carried the package through the spring,0
1090,Rubetta carried the package up until the spring,0
1090,Rubetta carried the package through the spring,0
1090,Paul transported the package to Teesdale.,0
1090,Paul transported the package to Teesdale,0
1090,Paul transported the package to Teesdale,0
1090,Paul carried the package to Teesdale.,0
1090,Robin carried the shipment to Manning.,0
1090,Robin transported the package to Manning,0
1090,Robin transported the package to Manning,0
1090,Robin carried the package to Manning.,0
1090,Lazarus transported the package to Cobourg.,0
1090,Lazarus transported the package to Cobourg,0
1090,Lazarus transported the shipment to Cobourg,0
1090,Lazarus moves package to Cobourg,0
1090,Waverly carried the parcel to Cumberland City.,0
1090,Waverly transported the package to Cumberland City.,0
1090,Waverly carried the package to Cumberland City,0
1090,Waverly forwarded the package to Cumberland City,0
1090,Liliane returned him to Dewar,0
1090,Liliane transported the package to Dewar.,0
1090,Liliane transported the parcel to Dewar.,0
1090,Liliane transported the package to Dewar,0
1090,Aggy transported the package to Mirador.,0
1090,Aggy transported the package to Mirador.,0
1090,Aggy transported the package to Mirador.,0
1090,Aggy transported the set to Mirador,0
1090,Rhodia transported the package to Portaferry,0
1090,Rhodia transported the package to Portaferry.,0
1090,Rhodia transported the package to Portaferry,0
1090,Rhodia carried the package to Portaferry.,0
1090,Paul transported the package to the spring,0
1090,Paul carried the package in the spring,0
1090,Paul carried the goods until March,0
1090,Paul carried the package to spring,0
1090,"The rest of the trip, with the exception of one flight back to the Korumburra site, was carried by the sister of the ship who brought the package to Korumburra.",0
1090,A member of the sister had been carrying the package to Korumburra.,0
1090,The sister carried the package to Korumburra,0
1090,"(a) objected to the consignment,",0
1091,Amanda carried the package from home to New York,1
1091,Sydelle transported the letter from here to Shuitian,1
1091,Sydelle transported the package from home to Shuitian.,0
1091,Sydelle transported the package from home to Shuitian,0
1091,Sydelle transported her country's package to Shuitian,0
1091,Niel transported the package to Pryor,0
1091,Niel transported the parcel out of his home to La Pryor,0
1091,Niel transported the parcel from home to La Pryor.,0
1091,Niel transported the package from his home to La Pryor.,0
1091,Eugenia transported the package from home to Cili.,0
1091,Eugenia transported the return package to Cili,0
1091,Eugenia transported the package from its home to Cili.,0
1091,Eugenia transported the parcel from his home to Cili.,0
1091,Sydelle took the package from her home to Thorrington.,0
1091,Sydelle carried the parcel from the house to Thorrington,0
1091,Sydelle brought the package from home to Thorrington.,0
1091,Sydelle carried the parcel of the house to Thorrington.,0
1091,Agnola transported the parcel from the house to Welshpool.,0
1091,Agnola moved the package from his home to Welshpool,0
1091,Agnola moved the package from the house to the Welshpool,0
1091,Agnola transported the parcel from the house to Welshpool,0
1091,Daisey delivered the parcel of his home to Elgin.,0
1091,Daisey transported the parcel from its house to Elgin.,0
1091,Daisey transported the package from home to Elgin.,0
1091,Daisey transported the home parcel to Elgin,0
1091,Catarina carried the package to Caroline at his home.,0
1091,Catarina transported the parcel from his home to Caroline.,0
1091,Catarina transported the house package to Caroline,0
