pk,cc,sentence,syntax,fd1,fd2,fd3,verb,augmented,dep,silver_cc,gold_cc
1112.0,"[{'text': 'person', 'q_value': 'VOL', 'index': 3, 'dep': 'nsubj', 'fd_subsequent': 6, 'fd_relation': 'FRC'}, {'text': 'insects', 'q_value': 'MOT', 'index': 6, 'dep': 'dobj', 'fd_subsequent': 9, 'fd_relation': 'PTH'}, {'text': 'air', 'q_value': 'EXIST', 'index': 9, 'dep': 'nmod', 'fd_relation': 'None'}]",The person jumped the insects through the air,,Volitional,Motion,none,jumped,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'person', 'dep': 'nsubj'}, {'text': 'jumped', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'insects', 'dep': 'dobj'}, {'text': 'through', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'air', 'dep': 'nmod'}]",person insects air,person insects air
1113.0,"[{'text': 'Gayelord', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'things', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Gayelord has sent the things,,Volitional,Internal,none,sent,1,"[{'text': 'Gayelord', 'dep': 'nsubj'}, {'text': 'has', 'dep': 'aux'}, {'text': 'sent', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'things', 'dep': 'dobj'}]",Gayelord things,Gayelord things
1113.0,"[{'text': 'He', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",He mailed the package,,Volitional,Internal,none,mailed,1,"[{'text': 'He', 'dep': 'nsubj'}, {'text': 'mailed', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}]",He package,He package
1113.0,"[{'text': 'you', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'goods', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Smuggle the goods,,Volitional,Internal,none,smuggle,1,"[{'text': 'Smuggle', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'goods', 'dep': 'dobj'}]",you goods,you goods
1113.0,"[{'text': 'author', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'pamphlet', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",The author has sent the pamphlet.,,Volitional,Internal,none,sent,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'author', 'dep': 'nsubj'}, {'text': 'has', 'dep': 'aux'}, {'text': 'sent', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'pamphlet', 'dep': 'dobj'}, {'text': '.', 'dep': 'punct'}]",author pamphlet,author pamphlet
1113.0,"[{'text': 'author', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'chapters', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",The chapters were forwarded by the author,,Volitional,Internal,none,forwarded,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'chapters', 'dep': 'nsubjpass'}, {'text': 'were', 'dep': 'auxpass'}, {'text': 'forwarded', 'dep': 'ROOT'}]",author chapters,author chapters
1114.0,"[{'text': 'Lanette', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'money', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'Rhome', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Lanette mailed the money from the Rhome,,Volitional,Motion,none,mailed,1,"[{'text': 'Lanette', 'dep': 'nsubj'}, {'text': 'mailed', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'money', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'Rhome', 'dep': 'nmod'}]",Lanette money Rhome,Lanette money Rhome
1114.0,"[{'text': 'She', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'keys', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'home', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",She fedexed the keys from home,,Volitional,Motion,none,fedexed,1,"[{'text': 'She', 'dep': 'nsubj'}, {'text': 'fedexed', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'keys', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'home', 'dep': 'nmod'}]",She keys home,She keys home
1115.0,"[{'text': 'Cullie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'electricity', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'Gardner', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Cullie transmitted the electricity to Gardner,,Volitional,Motion,none,transmitted,1,"[{'text': 'Cullie', 'dep': 'nsubj'}, {'text': 'transmitted', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'electricity', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'Gardner', 'dep': 'nmod'}]",Cullie electricity Gardner,Cullie electricity Gardner
1115.0,"[{'text': 'He', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'thing', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'country', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",He airmailed this thing to his home country.,,Volitional,Motion,none,airmailed,1,"[{'text': 'He', 'dep': 'nsubj'}, {'text': 'airmailed', 'dep': 'ROOT'}, {'text': 'this', 'dep': 'det'}, {'text': 'thing', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'his', 'dep': 'nmod:poss'}, {'text': 'home', 'dep': 'compound'}, {'text': 'country', 'dep': 'nmod'}, {'text': '.', 'dep': 'punct'}]",He thing country,He thing country
1115.0,"[{'text': 'Cullie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'book', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'Summerfield', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Cullie sent the book to Summerfield,,Volitional,Motion,none,sent,1,"[{'text': 'Cullie', 'dep': 'nsubj'}, {'text': 'sent', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'book', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'Summerfield', 'dep': 'nmod'}]",Cullie book Summerfield,Cullie book Summerfield
1115.0,"[{'text': 'We', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'machine', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'Glenwood', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",We mailed the machine to Glenwood.,,Volitional,Motion,none,mailed,1,"[{'text': 'We', 'dep': 'nsubj'}, {'text': 'mailed', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'machine', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'Glenwood', 'dep': 'nmod'}, {'text': '.', 'dep': 'punct'}]",We machine Glenwood,We machine Glenwood
1115.0,"[{'text': 'cousin', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'device', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'company', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",The device was mailed by your cousin to the company,,Volitional,Motion,none,mailed,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'device', 'dep': 'nsubjpass'}, {'text': 'was', 'dep': 'auxpass'}, {'text': 'mailed', 'dep': 'ROOT'}]",cousin device company,cousin device company
1116.0,"[{'text': 'Thibaud', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'book', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'library', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_subsequent': 8, 'fd_relation': 'PTH-complex'}, {'text': 'address', 'q_value': 'EXIST', 'index': 8, 'dep': 'nmod', 'fd_relation': 'None'}]",Thibaud mailed Waterford's book to the library from her address,,Volitional,Motion,none,mailed,1,"[{'text': 'Thibaud', 'dep': 'nsubj'}, {'text': 'mailed', 'dep': 'ROOT'}, {'text': 'Waterford', 'dep': 'nmod:poss'}, {'text': ""'s"", 'dep': 'case'}, {'text': 'book', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'library', 'dep': 'nmod'}]",Thibaud book library address,Thibaud book library address
1116.0,"[{'text': 'Heinrick', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'book', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'office', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_subsequent': 8, 'fd_relation': 'PTH-complex'}, {'text': 'company', 'q_value': 'EXIST', 'index': 8, 'dep': 'nmod', 'fd_relation': 'None'}]",Heinrick sent Bodelwyddan's book to the company from the post office,,Volitional,Motion,none,sent,1,"[{'text': 'Heinrick', 'dep': 'nsubj'}, {'text': 'sent', 'dep': 'ROOT'}, {'text': 'Bodelwyddan', 'dep': 'nmod:poss'}, {'text': ""'s"", 'dep': 'case'}, {'text': 'book', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'company', 'dep': 'nmod'}, {'text': '.', 'dep': 'punct'}]",Heinrick book office company,Heinrick book office company
1116.0,"[{'text': 'Catina', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'suitcase', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'California', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_subsequent': 8, 'fd_relation': 'PTH-complex'}, {'text': 'Yinjiang', 'q_value': 'EXIST', 'index': 8, 'dep': 'nmod', 'fd_relation': 'None'}]",Catina posted Belding's suitcase to Yinjiang from California,,Volitional,Motion,none,posted,1,"[{'text': 'Catina', 'dep': 'nsubj'}, {'text': 'posted', 'dep': 'ROOT'}, {'text': 'Belding', 'dep': 'nmod:poss'}, {'text': ""'s"", 'dep': 'case'}, {'text': 'suitcase', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'Yinjiang', 'dep': 'nmod'}]",Catina suitcase California Yinjiang,Catina suitcase California Yinjiang
1117.0,"[{'text': 'Stephi', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'balls', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Stephi hurtled the balls,,Volitional,Internal,none,hurtled,1,"[{'text': 'Stephi', 'dep': 'nsubj'}, {'text': 'hurtled', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'balls', 'dep': 'dobj'}]",Stephi balls,Stephi balls
1118.0,"[{'text': 'Grantham', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'check', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'table', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_relation': 'None'}]",Mrs. Grantham then slipped the check to the table.,,Volitional,Motion,none,slipped,1,"[{'text': 'Mrs.', 'dep': 'compound'}, {'text': 'Grantham', 'dep': 'nsubj'}, {'text': 'then', 'dep': 'advmod'}, {'text': 'slipped', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'check', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'table', 'dep': 'nmod'}, {'text': '.', 'dep': 'punct'}]",Grantham check table,Grantham check table
1118.0,"[{'text': 'Alejandra', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'books', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'floor', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_relation': 'None'}]",Alejandra moved their books across the floor.,,Volitional,Motion,none,moved,1,"[{'text': 'Alejandra', 'dep': 'nsubj'}, {'text': 'moved', 'dep': 'ROOT'}, {'text': 'their', 'dep': 'nmod:poss'}, {'text': 'books', 'dep': 'dobj'}, {'text': 'across', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'floor', 'dep': 'nmod'}, {'text': '.', 'dep': 'punct'}]",Alejandra books floor,Alejandra books floor
1119.0,"[{'text': 'Dillie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'entities', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'end', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_subsequent': 13, 'fd_relation': 'PTH-complex'}, {'text': 'other', 'q_value': 'EXIST', 'index': 13, 'dep': 'nmod', 'fd_relation': 'None'}]",Dillie moved the entities from one end of the house to the other.,,Volitional,Motion,none,moved,1,"[{'text': 'Dillie', 'dep': 'nsubj'}, {'text': 'moved', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'entities', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'one', 'dep': 'nummod'}, {'text': 'end', 'dep': 'nmod'}, {'text': 'of', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'house', 'dep': 'nmod'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'other', 'dep': 'nmod'}, {'text': '.', 'dep': 'punct'}]",Dillie entities end other,Dillie entities end other
1119.0,"[{'text': 'Raimundo', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'things', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'side', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_subsequent': 13, 'fd_relation': 'PTH-complex'}, {'text': 'next', 'q_value': 'EXIST', 'index': 13, 'dep': 'nmod', 'fd_relation': 'None'}]",Raimundo slid his things from one side of the table to the next,,Volitional,Motion,none,slid,1,"[{'text': 'Raimundo', 'dep': 'nsubj'}, {'text': 'slid', 'dep': 'ROOT'}, {'text': 'his', 'dep': 'nmod:poss'}, {'text': 'things', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'one', 'dep': 'nummod'}, {'text': 'side', 'dep': 'nmod'}, {'text': 'of', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'table', 'dep': 'nmod'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'next', 'dep': 'nmod'}]",Raimundo things side next,Raimundo things side next
1120.0,"[{'text': 'Monty', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'dice', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'room', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_relation': 'None'}]",Monty cast the dice into the room,,Volitional,Motion,none,cast,1,"[{'text': 'Monty', 'dep': 'nsubj'}, {'text': 'cast', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'dice', 'dep': 'dobj'}, {'text': 'into', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'room', 'dep': 'nmod'}]",Monty dice room,Monty dice room
1120.0,"[{'text': 'Mois', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'ship', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'bottom', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_relation': 'None'}]",Mois sank the ship to the bottom.,,Volitional,Motion,none,sank,1,"[{'text': 'Mois', 'dep': 'nsubj'}, {'text': 'sank', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'ship', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'bottom', 'dep': 'nmod'}, {'text': '.', 'dep': 'punct'}]",Mois ship bottom,Mois ship bottom
1120.0,"[{'text': 'Melli', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'books', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'ground', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_relation': 'None'}]",Melli dragged the books to the ground.,,Volitional,Motion,none,dragged,1,"[{'text': 'Melli', 'dep': 'nsubj'}, {'text': 'dragged', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'books', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'ground', 'dep': 'nmod'}, {'text': '.', 'dep': 'punct'}]",Melli books ground,Melli books ground
1121.0,"[{'text': 'They', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 3, 'fd_relation': 'FRC'}, {'text': 'seeds', 'q_value': 'INTL', 'index': 3, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",They scattered seeds,,Volitional,Internal,none,scattered,1,"[{'text': 'They', 'dep': 'nsubj'}, {'text': 'scattered', 'dep': 'ROOT'}, {'text': 'seeds', 'dep': 'dobj'}]",They seeds,They seeds
1121.0,"[{'text': 'farmer', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 3, 'fd_relation': 'FRC'}, {'text': 'things', 'q_value': 'INTL', 'index': 3, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",The things were sown by the farmer,,Volitional,Internal,none,sown,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'things', 'dep': 'nsubjpass'}, {'text': 'were', 'dep': 'auxpass'}, {'text': 'sown', 'dep': 'ROOT'}]",farmer things,farmer things
1122.0,"[{'text': 'Annabell', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'rocket', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Annabell launched the rocket,,Volitional,Internal,none,launched,1,"[{'text': 'Annabell', 'dep': 'nsubj'}, {'text': 'launched', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'rocket', 'dep': 'dobj'}]",Annabell rocket,Annabell rocket
1122.0,"[{'text': 'She', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'bullet', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",She shot the bullet,,Volitional,Internal,none,shot,1,"[{'text': 'She', 'dep': 'nsubj'}, {'text': 'shot', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'bullet', 'dep': 'dobj'}]",She bullet,She bullet
1122.0,"[{'text': 'sailor', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'bullet', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",The bullet was launched by the sailor,,Volitional,Internal,none,launched,1,"[{'text': 'The', 'dep': 'det'}, {'text': 'bullet', 'dep': 'nsubjpass'}, {'text': 'was', 'dep': 'auxpass'}, {'text': 'launched', 'dep': 'ROOT'}, {'text': 'by', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'sailor', 'dep': 'nmod'}]",sailor bullet,sailor bullet
1122.0,"[{'text': 'Annabell', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'bullet', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Annabell fired the bullet,,Volitional,Internal,none,fired,1,"[{'text': 'Annabell', 'dep': 'nsubj'}, {'text': 'fired', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'bullet', 'dep': 'dobj'}]",Annabell bullet,Annabell bullet
1122.0,"[{'text': 'Hall', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'object', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Hall has tossed the object,,Volitional,Internal,none,tossed,1,"[{'text': 'Hall', 'dep': 'nsubj'}, {'text': 'has', 'dep': 'aux'}, {'text': 'tossed', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'object', 'dep': 'dobj'}]",Hall object,Hall object
1123.0,"[{'text': 'Angie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'garbage', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Angie threw out the garbage,,Volitional,Internal,none,threw,1,"[{'text': 'Angie', 'dep': 'nsubj'}, {'text': 'threw', 'dep': 'ROOT'}, {'text': 'out', 'dep': 'compound:prt'}, {'text': 'the', 'dep': 'det'}, {'text': 'garbage', 'dep': 'dobj'}]",Angie garbage,Angie garbage
1123.0,"[{'text': 'Angie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'things', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Angie tossed the things far away,,Volitional,Internal,none,tossed,1,"[{'text': 'Angie', 'dep': 'nsubj'}, {'text': 'tossed', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'things', 'dep': 'dobj'}, {'text': 'far', 'dep': 'advmod'}, {'text': 'away', 'dep': 'advmod'}]",Angie things,Angie things
1123.0,"[{'text': 'Angie', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Angie threw the package out,,Volitional,Internal,none,threw,1,"[{'text': 'Angie', 'dep': 'nsubj'}, {'text': 'threw', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}, {'text': 'out', 'dep': 'compound:prt'}]",Angie package,Angie package
1123.0,"[{'text': 'Hulda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'arrow', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Hulda catapulted the fire arrow outside,,Volitional,Internal,none,catapulted,1,"[{'text': 'Hulda', 'dep': 'nsubj'}, {'text': 'catapulted', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'fire', 'dep': 'compound'}, {'text': 'arrow', 'dep': 'dobj'}, {'text': 'outside', 'dep': 'advmod'}]",Hulda arrow,Hulda arrow
1124.0,"[{'text': 'Elijah', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'pin', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'here', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_subsequent': 10, 'fd_relation': 'PTH-complex'}, {'text': 'there', 'q_value': 'EXIST', 'index': 10, 'dep': 'nmod', 'fd_relation': 'None'}]",Elijah threw the rolling pin from here to there,,Volitional,Motion,none,threw,1,"[{'text': 'Elijah', 'dep': 'nsubj'}, {'text': 'threw', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'rolling', 'dep': 'amod'}, {'text': 'pin', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'here', 'dep': 'nmod'}, {'text': 'to', 'dep': 'case'}, {'text': 'there', 'dep': 'nmod'}]",Elijah pin here there,Elijah pin here there
